codlogradouro;nome_logradouro_concatenado;nome_oficial_logradouro;nome_logradouro_resumido;cod_indica_pavimentacao;desc_indica_pavimentacao;indica_corredor_transporte;indica_perimetral;codbairro;nomeBairro
57371;RUA RIBEIRAO PRETO;Rua Ribeirão Preto;R. Ribeirão Preto;P;Via Parcialmente Pavimentada;;;809;BONGI
57371;RUA RIBEIRAO PRETO;Rua Ribeirão Preto;R. Ribeirão Preto;P;Via Parcialmente Pavimentada;;;787;MUSTARDINHA
57380;RUA RIBEIRAO VERMELHO;Rua Ribeirão Vermelho;R. Ribeirão Vermelho;S;Via Pavimentada;;;230;IBURA
57398;RUA RIBEIRO DE BRITO;Rua Ribeiro de Brito;R. Ribeiro de Brito;S;Via Pavimentada;CTM;3a perime*;205;BOA VIAGEM
57398;RUA RIBEIRO DE BRITO;Rua Ribeiro de Brito;R. Ribeiro de Brito;S;Via Pavimentada;CTM;3a perime*;264;IMBIRIBEIRA
57746;RUA NAUM;Rua Naum;R. Naum;N;Via Não Pavimentada;;;400;PASSARINHO
57410;RUA RIBEIRO PESSOA;Rua Ribeiro Pessoa;R. Ribeiro Pessoa;S;Via Pavimentada;CTUP;;744;CAXANGA
57428;RUA RIBEIRO ROMA;Rua Ribeiro Roma;R. Ribeiro Roma;P;Via Parcialmente Pavimentada;;;671;ZUMBI
57428;RUA RIBEIRO ROMA;Rua Ribeiro Roma;R. Ribeiro Roma;P;Via Parcialmente Pavimentada;;;680;CORDEIRO
57436;RUA RIBEIROPOLIS;Rua Ribeirópolis;R. Ribeiropolis;S;Via Pavimentada;;;876;BARRO
57444;RUA RICARDO HARDMAN;Rua Ricardo Hardman;R. Ricardo Hardman;S;Via Pavimentada;;;167;GRACAS
57444;RUA RICARDO HARDMAN;Rua Ricardo Hardman;R. Ricardo Hardman;S;Via Pavimentada;;;191;TAMARINEIRA
57444;RUA RICARDO HARDMAN;Rua Ricardo Hardman;R. Ricardo Hardman;S;Via Pavimentada;;;159;JAQUEIRA
57452;RUA RICARDO SALAZAR;Rua Ricardo Salazar;R. Ricardo Salazar;S;Via Pavimentada;CTM;2a perime*;663;PRADO
57452;RUA RICARDO SALAZAR;Rua Ricardo Salazar;R. Ricardo Salazar;S;Via Pavimentada;CTM;2a perime*;647;MADALENA
57460;RUA RIFAINA;Rua Rifaina;R. Rifaina;N;Via Não Pavimentada;;;310;CAMPINA DO BARRETO
57495;RUA DO RIO;Rua do Rio;R. do Rio;P;Via Parcialmente Pavimentada;;;515;MANGABEIRA
57495;RUA DO RIO;Rua do Rio;R. do Rio;P;Via Parcialmente Pavimentada;;;523;ALTO JOSE DO PINHO
57517;RUA RIO ACIMA;Rua Rio Acima;R. Rio Acima;S;Via Pavimentada;;;230;IBURA
57525;RUA RIO AMAZONAS;Rua Rio Amazonas;R. Rio Amazonas;S;Via Pavimentada;;;213;IPSEP
57525;RUA RIO AMAZONAS;Rua Rio Amazonas;R. Rio Amazonas;S;Via Pavimentada;;;264;IMBIRIBEIRA
57533;RUA RIO APA;Rua Rio Apá;R. Rio Apa;P;Via Parcialmente Pavimentada;;;337;AGUA FRIA
57541;RUA RIO ARAGUAIA;Rua Rio Araguáia;R. Rio Araguaia;S;Via Pavimentada;;;779;AFOGADOS
57550;RUA DR LUIZ BARBALHO UCHOA CAVALCANTI;Rua Dr. Luiz Barbalho Uchoa Cavalcanti;R. Dr. Luiz Barbalho Uchoa Cavalcanti;N;Via Não Pavimentada;;;418;GUABIRABA
57568;RUA RIO ARINOS;Rua Rio Arinos;R. Rio Arinos;S;Via Pavimentada;;;884;COHAB
57576;RUA RIO AZUL;Rua Rio Azul;R. Rio Azul;S;Via Pavimentada;;;205;BOA VIAGEM
57584;RUA DIAMANTE;Rua Diamante;R. Diamante;N;Via Não Pavimentada;;;868;JARDIM SAO PAULO
57606;RUA RIO BEBERIBE;Rio Beberibe;Rio Beberibe;N;Via Não Pavimentada;;;213;IPSEP
57606;RUA RIO BEBERIBE;Rio Beberibe;Rio Beberibe;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
57614;RUA PORTO MAUA;Rua Porto Mauá;R. Porto Maua;S;Via Pavimentada;;;752;CURADO
57622;RUA RIO BONITO;Rua Rio Bonito;R. Rio Bonito;N;Via Não Pavimentada;;;213;IPSEP
57630;AV RIO BRANCO;Avenida Rio Branco;Av Rio Branco;S;Via Pavimentada;;;19;RECIFE
57649;RUA RIO BRANCO DO SUL;Rua Rio Branco do Sul;R. Rio Branco do Sul;S;Via Pavimentada;;;230;IBURA
57657;RUA RIO BRIGIDA;Rua Rio Brígida;R. Rio Brigida;S;Via Pavimentada;;;230;IBURA
57681;RUA RIO CANINDE;Rua Rio Canindé;R. Rio Caninde;S;Via Pavimentada;;;884;COHAB
57690;RUA RIO CAPIBARIBE;Rua Rio Capibaribe;R. Rio Capibaribe;P;Via Parcialmente Pavimentada;;;680;CORDEIRO
57703;RUA RIO CAQUETA;Rua Rio Caqueta;R. Rio Caqueta;S;Via Pavimentada;;;884;COHAB
57711;RUA RIO DOS CEDROS;Rua Rio dos Cedros;R. Rio Dos Cedros;N;Via Não Pavimentada;;;230;IBURA
57720;RUA RIO CHUY;Rua Rio Chuy;R. Rio Chuy;P;Via Parcialmente Pavimentada;;;230;IBURA
57738;RUA RIO CLARO;Rua Rio Claro;R. Rio Claro;P;Via Parcialmente Pavimentada;;;230;IBURA
57754;RUA RIO COLORADO;Rua Rio Colorado;R. Rio Colorado;N;Via Não Pavimentada;;;213;IPSEP
57754;RUA RIO COLORADO;Rua Rio Colorado;R. Rio Colorado;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
57762;RUA RIO DAS CONTAS;Rua Rio das Contas;R. Rio das Contas;S;Via Pavimentada;;;230;IBURA
57770;RUA RIO CORRENTE;Rua Rio Corrente;R. Rio Corrente;N;Via Não Pavimentada;;;388;LINHA DO TIRO
57789;RUA RIO COTINGUIBA;Rua Rio Cotinguiba;R. Rio Cotinguiba;N;Via Não Pavimentada;;;876;BARRO
57797;RUA GERMANO GUILHERME DA SILVA;Rua Germano Guilherme Da Silva;R. Germano Guilherme da Silva;N;Via Não Pavimentada;;;876;BARRO
57800;1TR ARNOLDO MAGALHAES;1ª Travessa Arnoldo Magalhães;1Tr Arnoldo Magalhães;P;Via Parcialmente Pavimentada;;;434;CASA AMARELA
57819;RUA RIO DOCE;Rua Rio Doce;R. Rio Doce;S;Via Pavimentada;;;213;IPSEP
57835;2TR ARNOLDO MAGALHAES;2ª Travessa Arnoldo Magalhães;2Tr Arnoldo Magalhães;N;Via Não Pavimentada;;;434;CASA AMARELA
57843;RUA RIO DOURO;Rua Rio Douro;R. Rio Douro;P;Via Parcialmente Pavimentada;;;230;IBURA
57851;RUA RIO ESPERA;Rua Rio Espera;R. Rio Espera;P;Via Parcialmente Pavimentada;;;230;IBURA
57860;TRV ELIEZER OLIMPIO DE MOURA;Travessa Eliezer Olimpio de Moura;Trv Eliezer Olimpio de Moura;N;Via Não Pavimentada;;;655;TORRE
57878;RUA RIO DAS FLORES;Rua Rio das Flores;R. Rio das Flores;N;Via Não Pavimentada;;;680;CORDEIRO
57886;RUA RIO FORMOSO;Rua Rio Formoso;R. Rio Formoso;S;Via Pavimentada;;;698;IPUTINGA
57894;RUA ENGENHEIRO PEREIRA BORGES;Rua engenheiro Pereira Borges;R. eng. Pereira Borges;X;Não definida;;;418;GUABIRABA
57908;RUA RIO GRAMAME;Rua Rio Gramame;R. Rio Gramame;S;Via Pavimentada;;;736;VARZEA
57916;AV RIO GRANDE;Avenida Rio Grande;Av Rio Grande;P;Via Parcialmente Pavimentada;;;884;COHAB
57924;RUA RIO GRANDE DO NORTE;Rua Rio Grande do Norte;R. Rio Grande do Norte;N;Via Não Pavimentada;;;701;TORROES
57924;RUA RIO GRANDE DO NORTE;Rua Rio Grande do Norte;R. Rio Grande do Norte;N;Via Não Pavimentada;;;680;CORDEIRO
57932;RUA RIO GRANDE DO SUL;Rua Rio Grande do Sul;R. Rio Grande do Sul;S;Via Pavimentada;;;191;TAMARINEIRA
57940;RUA RIOGRANDINA;Rua Riograndina;R. Riograndina;S;Via Pavimentada;;;345;FUNDAO
57959;RUA RIO GUAIBA;Rua Rio Guaíba;R. Rio Guaiba;S;Via Pavimentada;;;337;AGUA FRIA
57967;RUA RIO GUAIRA;Rua Rio Guaíra;R. Rio Guaira;S;Via Pavimentada;;;868;JARDIM SAO PAULO
57975;RUA RIO GUAJU;Rua Rio Guaju;R. Rio Guaju;S;Via Pavimentada;;;736;VARZEA
57983;RUA FERNANDO PEREZ GARCIA;Rua Fernando Perez Garcia;R. Fernando Perez Garcia;X;Não definida;;;418;GUABIRABA
57991;RUA RIO GUAPORE;Rua Rio Guaporé;R. Rio Guapore;S;Via Pavimentada;;;884;COHAB
58009;RUA RIO GURUPI;Rua Rio Gurupi;R. Rio Gurupi;N;Via Não Pavimentada;;;884;COHAB
58017;RUA RIO ICA;Rua Rio Içá;R. Rio Ica;S;Via Pavimentada;;;884;COHAB
58025;RUA RIO IGARAPE;Rua Rio Igarapé;R. Rio Igarape;X;Não definida;;;337;AGUA FRIA
58041;RUA RIO INDAIA;Rua Rio Indaia;R. Rio Indaia;S;Via Pavimentada;;;884;COHAB
58050;RUA RIO IPOJUCA;Rua Rio Ipojuca;R. Rio Ipojuca;N;Via Não Pavimentada;;;213;IPSEP
58068;RUA RIO ITORORO;Rua Rio Itororó;R. Rio Itororo;S;Via Pavimentada;;;213;IPSEP
58084;RUA RIO IVO;Rua Rio Ivo;R. Rio Ivo;P;Via Parcialmente Pavimentada;;;884;COHAB
58092;RUA RIO JABOATAO;Rio Jaboatão;Rio Jaboatão;N;Via Não Pavimentada;;;701;TORROES
58092;RUA RIO JABOATAO;Rio Jaboatão;Rio Jaboatão;N;Via Não Pavimentada;;;680;CORDEIRO
58106;RUA RIO JACUIPE;Rua Rio Jacuípe;R. Rio Jacuipe;N;Via Não Pavimentada;;;736;VARZEA
58114;RUA RIO JAMARI;Rua Rio Jamari;R. Rio Jamari;S;Via Pavimentada;;;884;COHAB
58122;RUA RIO JAMUNDA;Rua Rio Jamunda;R. Rio Jamunda;N;Via Não Pavimentada;;;736;VARZEA
58130;RUA RIO JARATUBA;Rua Rio Jaratuba;R. Rio Jaratuba;N;Via Não Pavimentada;;;213;IPSEP
58149;RUA RIO JARI;Rua Rio Jari;R. Rio Jari;N;Via Não Pavimentada;;;884;COHAB
58157;RUA RIO JAVARI;Rua Rio Javari;R. Rio Javari;P;Via Parcialmente Pavimentada;;;884;COHAB
58165;RUA RIO JIQUIA;Rio Jiquiá;Rio Jiquiá;N;Via Não Pavimentada;;;680;CORDEIRO
58173;RUA RIO JORDAO;Rua Rio Jordão;Rua Rio Jordão;N;Via Não Pavimentada;;;213;IPSEP
58181;RUA JURUA;Rua Rio Juruá;R. Rio Juruá;N;Via Não Pavimentada;;;230;IBURA
58190;RUA RIO JURUENA;Rua Rio Juruena;R. Rio Juruena;S;Via Pavimentada;;;884;COHAB
58203;RUA RIOLANDIA;Rua Riolândia;R. Riolandia;S;Via Pavimentada;;;426;BOMBA DO HEMETERIO
58211;AV RIO LARGO;Avenida Rio Largo;Av Rio Largo;P;Via Parcialmente Pavimentada;;;884;COHAB
58220;RUA RIO MADEIRA;Rua Rio Madeira;R. Rio Madeira;N;Via Não Pavimentada;;;230;IBURA
58238;RUA RIO MAJU;Rua Rio Majú;R. Rio Maju;S;Via Pavimentada;;;213;IPSEP
58246;RUA RIO MARANHAO;Rua Rio Maranhão;R. Rio Maranhao;N;Via Não Pavimentada;;;213;IPSEP
58254;AV RIO MORNO;Avenida Rio Morno;Av. Rio Morno;N;Via Não Pavimentada;;;396;DOIS UNIDOS
58254;AV RIO MORNO;Avenida Rio Morno;Av. Rio Morno;N;Via Não Pavimentada;;;388;LINHA DO TIRO
58602;RUA RIO TAPAJOS;Rua Rio Tapajós;R. Rio Tapajos;S;Via Pavimentada;;;884;COHAB
58262;RUA RIO MOXOTO;Rio Moxotó;Rio Moxotó;N;Via Não Pavimentada;;;230;IBURA
58270;RUA RIO NEGRO;Rua Rio Negro;R. Rio Negro;S;Via Pavimentada;;;230;IBURA
58289;RUA RIO NOVO;Rua Rio Novo;R. Rio Novo;S;Via Pavimentada;;;558;VASCO DA GAMA
58289;RUA RIO NOVO;Rua Rio Novo;R. Rio Novo;S;Via Pavimentada;;;566;NOVA DESCOBERTA
58297;RUA RIO NOVO DO SUL;Rua Rio Novo do Sul;R. Rio Novo do Sul;S;Via Pavimentada;;;230;IBURA
58300;RUA RIO OCEANICO;Rua Rio Oceânico;R. Rio Oceanico;N;Via Não Pavimentada;;;213;IPSEP
58300;RUA RIO OCEANICO;Rua Rio Oceânico;R. Rio Oceanico;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
58319;RUA RIO OIAPOQUE;Rua Rio Oiapoque;R. Rio Oiapoque;N;Via Não Pavimentada;;;850;AREIAS
58327;RUA RIO PADUARI;Rua Rio Paduari;R. Rio Paduari;N;Via Não Pavimentada;;;884;COHAB
58335;RUA RIO PAJEU;Rua Rio Pajeú;R. Rio Pajeu;S;Via Pavimentada;;;230;IBURA
58343;RUA RIO PARACATU;Rua Rio Paracatu;R. Rio Paracatu;S;Via Pavimentada;;;884;COHAB
58351;RUA RIO PARAGUACU;Rua Rio Paraguacu;R. Rio Paraguacu;N;Via Não Pavimentada;;;884;COHAB
58360;RUA RIO PARANA;Rua Rio Paraná;R. Rio Parana;P;Via Parcialmente Pavimentada;;;884;COHAB
58378;RUA RIO PARANAIBA;Rua Rio Paranaíba;R. Rio Paranaiba;S;Via Pavimentada;;;230;IBURA
58386;RUA RIO PARDO;Rua Rio Pardo;R. Rio Pardo;P;Via Parcialmente Pavimentada;;;230;IBURA
58394;RUA RIO PARNAIBA;Rua Rio Parnaiba;R. Rio Parnaiba;S;Via Pavimentada;;;884;COHAB
58408;RUA RIO DAS PEDRAS;Rua Rio das Pedras;R. Rio das Pedras;S;Via Pavimentada;;;230;IBURA
58424;RUA RIO PIAUI;Rua Rio Piaui;R. Rio Piaui;N;Via Não Pavimentada;;;884;COHAB
58432;RUA RIO PINDARE;Rua Rio Pindaré;R. Rio Pindaré;S;Via Pavimentada;;;884;COHAB
58610;RUA RIO TAQUARI;Rua Rio Taquari;R. Rio Taquari;N;Via Não Pavimentada;;;884;COHAB
58440;RUA RIO PIRACICABA;Rua Rio Piracicaba;R. Rio Piracicaba;P;Via Parcialmente Pavimentada;;;884;COHAB
58440;RUA RIO PIRACICABA;Rua Rio Piracicaba;R. Rio Piracicaba;P;Via Parcialmente Pavimentada;;;230;IBURA
58475;RUA SEBASTIAO CONSTANTINO DA SILVA;Rua Sebastião Constantino da Silva;R. Sebastião Constantino da Silva;S;Via Pavimentada;;;230;IBURA
58483;RUA RIO PRADO;Rua Rio Prado;R. Rio Prado;P;Via Parcialmente Pavimentada;;;230;IBURA
58491;RUA RIO DA PRATA;Rua Rio da Prata;R. Rio da Prata;S;Via Pavimentada;;;230;IBURA
58505;RUA RIO PRETO;Rua Rio Preto;R. Rio Preto;S;Via Pavimentada;;;736;VARZEA
58513;RUA RIO PURUS;Rua Rio Purus;R. Rio Purus;N;Via Não Pavimentada;;;230;IBURA
58521;RUA RIO REAL;Rua Rio Real;R. Rio Real;S;Via Pavimentada;;;213;IPSEP
58530;RUA RIO DE JANEIRO;Rua Rio de Janeiro;R. Rio de Janeiro;S;Via Pavimentada;;;701;TORROES
58530;RUA RIO DE JANEIRO;Rua Rio de Janeiro;R. Rio de Janeiro;S;Via Pavimentada;;;680;CORDEIRO
58548;RUA RIO RUFINO;Rua Rio Rufino;R. Rio Rufino;S;Via Pavimentada;;;558;VASCO DA GAMA
58548;RUA RIO RUFINO;Rua Rio Rufino;R. Rio Rufino;S;Via Pavimentada;;;566;NOVA DESCOBERTA
58556;RUA RIO SANHAUA;Rua Rio Sanhauá;R. Rio Sanhaua;S;Via Pavimentada;;;884;COHAB
58564;AV RIO SAO FRANCISCO;Avenida Rio São Francisco;Av Rio São Francisco;S;Via Pavimentada;;;884;COHAB
58572;RUA RIO SOLIMOES;Rua Rio Solimões;R. Rio Solimoes;S;Via Pavimentada;;;850;AREIAS
58580;RUA RIO SUL;Rua Rio Sul;R. Rio Sul;S;Via Pavimentada;;;434;CASA AMARELA
58599;RUA RIO TAPADO;Rua Rio Tapado;R. Rio Tapado;P;Via Parcialmente Pavimentada;;;230;IBURA
58629;RUA RIO TEFE;Rua Rio Tefe;R. Rio Tefe;S;Via Pavimentada;;;884;COHAB
58637;RUA RIO TEJIPIO;Rua Rio Tejipio;R. Rio Tejipio;P;Via Parcialmente Pavimentada;;;680;CORDEIRO
58645;3TR JOSE CORREIA;3ª Travessa José Correia;3Tr. José Correia;N;Via Não Pavimentada;;;566;NOVA DESCOBERTA
58653;RUA RIO TINTO;Rua Rio Tinto;R. Rio Tinto;P;Via Parcialmente Pavimentada;;;396;DOIS UNIDOS
58653;RUA RIO TINTO;Rua Rio Tinto;R. Rio Tinto;P;Via Parcialmente Pavimentada;;;388;LINHA DO TIRO
58661;RUA RIO TOCANTINS;Rua Rio Tocantins;R. Rio Tocantins;S;Via Pavimentada;;;213;IPSEP
58670;RUA RIO TURIACU;Rua Rio Turiaçu;R. Rio Turiaçu;S;Via Pavimentada;;;884;COHAB
58688;RUA RIO UNA;Rua Rio Una;R. Rio Una;N;Via Não Pavimentada;;;230;IBURA
58696;RUA RIO URUGUAI;Rua Rio Uruguai;R. Rio Uruguai;N;Via Não Pavimentada;;;884;COHAB
58700;RUA RIO URUPES;Rua Rio Urupes;R. Rio Urupes;N;Via Não Pavimentada;;;884;COHAB
58718;AV RIO VERDE;Avenida Rio Verde;Av Rio Verde;S;Via Pavimentada;;;884;COHAB
58726;RUA RIO VERMELHO;Rua Rio Vermelho;R. Rio Vermelho;S;Via Pavimentada;;;558;VASCO DA GAMA
58734;RUA RIO XINGU;Rua Rio Xingu;R. Rio Xingu;S;Via Pavimentada;;;230;IBURA
58742;RUA UMBUZEIRO;Rua Umbuzeiro;R. Umbuzeiro;P;Via Parcialmente Pavimentada;;;515;MANGABEIRA
58750;RUA SANTA RITA;Rua de Santa Rita;R. de Santa Rita;S;Via Pavimentada;;;35;SAO JOSE
58769;RUA DONA RITA DE SOUZA;Rua Dona Rita de Souza;R. Dona Rita de Souza;S;Via Pavimentada;;;442;CASA FORTE
58769;RUA DONA RITA DE SOUZA;Rua Dona Rita de Souza;R. Dona Rita de Souza;S;Via Pavimentada;;;469;PARNAMIRIM
58777;RUA RITA ANTONIO FELIX;Rua Rita Antônio Felix;R. Rita Antônio Felix;S;Via Pavimentada;;;566;NOVA DESCOBERTA
58793;RUA RIVADAVIA GUERRA;Rua Rivadávia Guerra;R. Rivadavia Guerra;S;Via Pavimentada;;;892;TEJIPIO
58793;RUA RIVADAVIA GUERRA;Rua Rivadávia Guerra;R. Rivadavia Guerra;S;Via Pavimentada;;;876;BARRO
59943;RUA TAMARA;Rua Tâmara;R. Tamara;S;Via Pavimentada;;;221;JORDAO
58815;RUA RIVERLANDIA;Rua Riverlandia;R. Riverlandia;S;Via Pavimentada;;;566;NOVA DESCOBERTA
58823;AV GOVERNADOR ROBERTO SILVEIRA;Avenida Governador Roberto Silveira;Av Gov Roberto Silveira;S;Via Pavimentada;;;221;JORDAO
58831;AV SENADOR ROBERT KENNEDY;Avenida Senador Robert Kennedy;Av Sen Robert Kennedy;S;Via Pavimentada;;;213;IPSEP
58831;AV SENADOR ROBERT KENNEDY;Avenida Senador Robert Kennedy;Av Sen Robert Kennedy;S;Via Pavimentada;;;230;IBURA
58831;AV SENADOR ROBERT KENNEDY;Avenida Senador Robert Kennedy;Av Sen Robert Kennedy;S;Via Pavimentada;;;264;IMBIRIBEIRA
58840;RUA ROCA SALES;Rua Roca Sales;R. Roca Sales;S;Via Pavimentada;;;264;IMBIRIBEIRA
58858;RUA ROCHA PITA;Rua Rocha Pita;R. Rocha Pita;S;Via Pavimentada;;;108;SANTO AMARO
58866;RUA ROCHA POMBO;Rua Rocha Pombo;R. Rocha Pombo;P;Via Parcialmente Pavimentada;;;833;ESTANCIA
58890;RUA DES RODERICK GALVAO;Rua Desembargador Roderick Galvão;R. Des Roderick Galvao;S;Via Pavimentada;;;86;BOA VISTA
58904;RUA JORNALISTA SILVIO OLIVEIRA;Rua jornalista Silvio Oliveira;R. jor. Silvio Oliveira;X;Não definida;;;418;GUABIRABA
58912;RUA RODOLFO DE ARAUJO JUNIOR;Rua Rodolfo de Araujo Júnior;R. Rodolfo de Araujo Junior;X;Não definida;;;205;BOA VIAGEM
58920;RUA DES RODOLFO AURELIANO;Rua Desembargador Rodolfo Aureliano;R. Des Rodolfo Aureliano;N;Via Não Pavimentada;;;736;VARZEA
58939;RUA RODOLFO DE HOLANDA;Rua Rodolfo de Holanda;R. Rodolfo de Holanda;S;Via Pavimentada;;;175;ENCRUZILHADA
58955;RUA RODRIGO DELAMARE;Rua Rodrigo Delamare;R. Rodrigo Delamare;S;Via Pavimentada;;;736;VARZEA
58963;RUA RODRIGO COSTA;Rua Rodrigo Costa;R. Rodrigo Costa;N;Via Não Pavimentada;;;825;JIQUIA
58971;RUA RODRIGO OTAVIO FILHO;Rua Rodrigo Otávio Filho;R. Rodrigo Otavio Filho;S;Via Pavimentada;;;248;PINA
58980;4TR REALEZA;4ª Travessa Realeza;4Tr Realeza;N;Via Não Pavimentada;;;35;SAO JOSE
59960;RUA TAMAREIRA;Rua Tamareira;R. Tamareira;S;Via Pavimentada;;;221;JORDAO
58998;RUA RODRIGUES ALVES;Rua Rodrigues Alves;R. Rodrigues Alves;P;Via Parcialmente Pavimentada;;;337;AGUA FRIA
59005;RUA PADRE RODRIGUES CAMPELO;Rua Padre Rodrigues Campelo;R. Padre Rodrigues Campelo;S;Via Pavimentada;;;710;ENGENHO DO MEIO
59013;RUA RODRIGUES FERREIRA;Rua Rodrigues Ferreira;R. Rodrigues Ferreira;S;Via Pavimentada;;;736;VARZEA
59013;RUA RODRIGUES FERREIRA;Rua Rodrigues Ferreira;R. Rodrigues Ferreira;S;Via Pavimentada;;;744;CAXANGA
59021;TRV MANOEL RODRIGUES DO PASSO;Travessa Manoel Rodrigues do Passo;Trv Manoel Rodrigues do Passo;X;Não definida;;;779;AFOGADOS
59030;RUA RODRIGUES DE MENDONCA;Rua Rodrigues de Mendonça;R. Rodrigues de Mendonca;S;Via Pavimentada;;;663;PRADO
59048;RUA RODRIGUES SETE;Rua Rodrigues Sete;R. Rodrigues Sete;S;Via Pavimentada;;;434;CASA AMARELA
59056;RUA TENENTE ROLAND RITTMISTER;Rua Tenente Roland Rittmister;R. Ten Roland Rittmister;N;Via Não Pavimentada;;;736;VARZEA
59064;RUA ROLANDIA;Rua Rolândia;R. Rolandia;S;Via Pavimentada;;;680;CORDEIRO
59080;RUA PADRE ROMA;Rua Padre Roma;R. Padre Roma;S;Via Pavimentada;CTM;2a perime*;469;PARNAMIRIM
59080;RUA PADRE ROMA;Rua Padre Roma;R. Padre Roma;S;Via Pavimentada;CTM;2a perime*;191;TAMARINEIRA
59080;RUA PADRE ROMA;Rua Padre Roma;R. Padre Roma;S;Via Pavimentada;CTM;2a perime*;159;JAQUEIRA
59099;RUA ROMELANDIA;Rua Romelândia;R. Romelandia;X;Não definida;;;922;COQUEIRAL
59102;RUA SAO ROMAO;Rua São Romão;R. São Romao;S;Via Pavimentada;;;612;BREJO DA GUABIRABA
59110;RUA CONEGO ROMEU;Rua Conego Romeu;R. Conego Romeu;S;Via Pavimentada;;;205;BOA VIAGEM
59129;RUA ROMEU WANDERLEI;Rua Romeu Wanderley;R. Romeu Wanderley;S;Via Pavimentada;;;736;VARZEA
59137;RUA SOLDADO ROMILDO OTTENEN;Rua Soldado Romildo Ottenen;R. Soldado Romildo Ottenen;N;Via Não Pavimentada;;;230;IBURA
59145;RUA ROMULO PESSOA;Rua Rômulo Pessoa;R. Romulo Pessoa;P;Via Parcialmente Pavimentada;;;280;CAMPO GRANDE
59153;RUA TENENTE JOSE ANTONIO DA SILVA;Rua Tenente José Antônio da Silva;R. Ten. José Antônio da Silva;X;Não definida;;;388;LINHA DO TIRO
59951;1TR BRASILANDIA;1ª Travessa Brasilândia;1Tr Brasilandia;S;Via Pavimentada;;;558;VASCO DA GAMA
59161;RUA MARECHAL RONDON;Rua Marechal Rondon;R. Marechal Rondon;S;Via Pavimentada;;;442;CASA FORTE
59161;RUA MARECHAL RONDON;Rua Marechal Rondon;R. Marechal Rondon;S;Via Pavimentada;;;477;POCO
59170;RUA RONDONIA;Rua Rondônia;R. Rondonia;S;Via Pavimentada;;;671;ZUMBI
59170;RUA RONDONIA;Rua Rondônia;R. Rondonia;S;Via Pavimentada;;;680;CORDEIRO
59196;RUA PADRE ROQUE;Rua Padre Roque;R. Padre Roque;S;Via Pavimentada;;;833;ESTANCIA
59196;RUA PADRE ROQUE;Rua Padre Roque;R. Padre Roque;S;Via Pavimentada;;;825;JIQUIA
59218;RUA RORAIMA;Rua Roraima;R. Roraima;S;Via Pavimentada;;;736;VARZEA
59226;RUA MADRE ROSA;Rua Madre Rosa;R. Madre Rosa;S;Via Pavimentada;;;868;JARDIM SAO PAULO
59242;RUA SANTA ROSA;Rua Santa Rosa;R. Santa Rosa;S;Via Pavimentada;;;817;SAN MARTIN
59269;RUA ROSALANDIA;Rua Rosalândia;R. Rosalandia;S;Via Pavimentada;;;434;CASA AMARELA
59277;RUA ROSALINDA;Rua Rosalinda;R. Rosalinda;X;Não definida;;;361;PORTO DA MADEIRA
59285;RUA N S DO ROSARIO;Rua N S do Rosário;R. N S do Rosario;P;Via Parcialmente Pavimentada;;;892;TEJIPIO
59293;RUA ROSARIO DE MINAS;Rua Rosário de Minas;R. Rosario de Minas;S;Via Pavimentada;;;922;COQUEIRAL
59307;AV SONHO REAL;Avenida Sonho Real;Av Sonho Real;S;Via Pavimentada;;;884;COHAB
59307;AV SONHO REAL;Avenida Sonho Real;Av Sonho Real;S;Via Pavimentada;;;876;BARRO
59315;RUA ANDRE VIDAL DE NEGREIROS;Rua André Vidal de Negreiros;R. Andre Vidal de Negreiros;N;Via Não Pavimentada;;;876;BARRO
59323;RUA PROFESSORA ROSILDA COSTA;Rua Professora Rosilda Costa;R. Profa Rosilda Costa;S;Via Pavimentada;;;264;IMBIRIBEIRA
59331;RUA ROSA BORGES;Rua Rosa Borges;R. Rosa Borges;N;Via Não Pavimentada;;;191;TAMARINEIRA
59340;RUA ROSA CANDIDA;Rua Rosa Cândida;R. Rosa Candida;S;Via Pavimentada;;;671;ZUMBI
59340;RUA ROSA CANDIDA;Rua Rosa Cândida;R. Rosa Candida;S;Via Pavimentada;;;647;MADALENA
59358;RUA MADRE ROSA GATTORNO;Rua Madre Rosa Gattorno;R. Madre Rosa Gattorno;S;Via Pavimentada;;;302;HIPODROMO
59366;RUA SANTA ROSA DE LIMA;Rua Santa Rosa de Lima;R. Santa Rosa de Lima;N;Via Não Pavimentada;;;787;MUSTARDINHA
59374;RUA ROSA MAGALHAES;Rua Rosa Magalhães;R. Rosa Magalhães;S;Via Pavimentada;;;213;IPSEP
59374;RUA ROSA MAGALHAES;Rua Rosa Magalhães;R. Rosa Magalhães;S;Via Pavimentada;;;230;IBURA
59382;AV CONSELHEIRO ROSA E SILVA;Avenida Conselheiro Rosa e Silva;Av Cons Rosa e Silva;S;Via Pavimentada;CTUP;;132;AFLITOS
59382;AV CONSELHEIRO ROSA E SILVA;Avenida Conselheiro Rosa e Silva;Av Cons Rosa e Silva;S;Via Pavimentada;CTUP;;124;ESPINHEIRO
